feature,label
"[0.19039861857891083, -0.42162537574768066, -0.1970880925655365, 0.13369160890579224, -0.206125408411026, 0.15950259566307068, 0.13918492197990417, -0.11286532878875732, -0.197889506816864, 0.0004018619656562805, 0.04230347275733948, 0.08446355164051056, -0.07753732055425644, 0.39839547872543335, -0.42868736386299133, -0.31589818000793457, -0.1605439931154251, 0.13972574472427368, 0.27679312229156494, -0.15090703964233398, -0.07431846112012863, -0.23274973034858704, -0.0611930713057518, 0.4849681258201599, 0.2205529808998108, -0.03141453117132187, -0.2346998155117035, 0.5306562185287476, -0.2857210338115692, 0.03241049498319626, 0.43112677335739136, -0.053504835814237595, -0.03506059944629669, -0.2803856432437897, 0.27044039964675903, -0.49694377183914185, -0.33535486459732056, -0.020507190376520157, -0.08290490508079529, -0.2594586908817291, -0.12559765577316284, 0.06114020571112633, -0.40006905794143677, -0.02222301810979843, -0.05317764729261398, -0.20579878985881805, 0.2247447371482849, 0.11033626645803452, -0.01394710410386324, -0.14877454936504364]",0
"[-0.5455830097198486, -0.3186696171760559, -0.4219399094581604, -0.3556166887283325, -0.5088191032409668, -0.4954787492752075, -0.40477868914604187, 0.22680294513702393, 0.015398353338241577, -0.3321554958820343, -0.03417256474494934, -0.3119428753852844, 0.02974468469619751, 0.26508232951164246, -0.767448902130127, 0.2272569090127945, -0.38859838247299194, -0.6379685401916504, 0.618209183216095, 0.4268386662006378, -0.3767159879207611, -0.12151240557432175, 0.32492902874946594, 0.7227376699447632, 0.42651990056037903, -0.668571949005127, -0.1283956915140152, -0.2979840934276581, 0.957667887210846, -0.5553930997848511, 1.0029220581054688, -0.965445339679718, -0.47412538528442383, 0.5413489937782288, 0.269120454788208, -0.37800872325897217, 0.21087795495986938, 0.39245301485061646, 1.3867111206054688, -0.2616123855113983, -0.08202539384365082, 0.2460719645023346, -0.22631585597991943, -0.6387636661529541, -0.2387767732143402, 0.03259722888469696, 0.8280726075172424, 0.8213270902633667, 0.006278526037931442, 0.02809692919254303]",0
"[1.3684537410736084, -1.432893991470337, -0.5431720614433289, -0.3339540958404541, -1.0994749069213867, 1.2338896989822388, 0.43796253204345703, -0.9265671968460083, -1.328405499458313, 0.3175242841243744, -0.7093430757522583, -0.39253535866737366, 0.10539767146110535, 0.952832818031311, -0.4869016408920288, -0.7475415468215942, -0.49013495445251465, 0.9319766759872437, -0.3112015128135681, -0.22412976622581482, -0.8971734046936035, -0.7947977781295776, -0.5650125741958618, 0.5442484617233276, 0.23405402898788452, -0.07765180617570877, 0.10327738523483276, 0.24003155529499054, -1.5715396404266357, 1.230649471282959, 0.17794665694236755, -0.7034664154052734, -0.32639098167419434, -1.6140007972717285, 0.3290269374847412, -0.8474475145339966, -1.137253761291504, -0.48611125349998474, -0.40423309803009033, -1.4868879318237305, -0.7691704034805298, -0.32719793915748596, -0.4601705074310303, 0.038709208369255066, -1.0413119792938232, 0.16622808575630188, 0.7536949515342712, 0.3196096122264862, -0.1342155635356903, -0.5982619524002075]",0
"[0.6708260178565979, -0.5264076590538025, -0.021682143211364746, 0.5189323425292969, 0.27593326568603516, 0.647843599319458, 0.5609623789787292, -0.0882001668214798, -0.0880492553114891, 0.1682506799697876, 0.13947878777980804, 0.4232235848903656, -0.337857186794281, 0.6255340576171875, -0.16687196493148804, -0.6999282836914062, 0.2549474239349365, 0.8156918883323669, 0.183778777718544, -0.4052976071834564, 0.1328505128622055, -0.6333476305007935, -0.20142485201358795, 0.8011989593505859, 0.04390868917107582, 0.4859728515148163, -0.6401610970497131, 1.5131815671920776, -1.299545407295227, 0.35228297114372253, -0.005524873733520508, 0.8185157775878906, 0.5398023128509521, -1.0310661792755127, 0.4763471186161041, -0.570689857006073, -0.4783935844898224, -0.4463590979576111, -1.5012248754501343, -0.08835678547620773, -0.02309465780854225, -0.19264502823352814, -0.6642670631408691, 0.35566017031669617, 0.04636136069893837, -0.36807215213775635, 0.12442588806152344, -0.4937615990638733, -0.22679615020751953, -0.3045955300331116]",0
"[0.42908763885498047, -0.46131736040115356, -0.15181341767311096, 0.4026275873184204, 0.18242128193378448, 0.42909979820251465, 0.46433159708976746, 0.010935511440038681, -0.04412677139043808, 0.07804232090711594, 0.1299053579568863, 0.35913190245628357, -0.2819274067878723, 0.5452544093132019, -0.2277199625968933, -0.5542942881584167, 0.19284559786319733, 0.5089129209518433, 0.30079007148742676, -0.24511295557022095, 0.07570748031139374, -0.6180419325828552, -0.037975069135427475, 0.8817934989929199, 0.10546179115772247, 0.2567884624004364, -0.592459499835968, 1.2180427312850952, -0.879584550857544, 0.17326873540878296, 0.22759483754634857, 0.5115393996238708, 0.4165247976779938, -0.7726955413818359, 0.4886033535003662, -0.5180577635765076, -0.30584049224853516, -0.3128582835197449, -1.0471080541610718, -0.10553029924631119, -0.015460643917322159, -0.0950634554028511, -0.5727559328079224, 0.13544923067092896, 0.028942517936229706, -0.26904726028442383, 0.29342496395111084, -0.2802659869194031, -0.2270127236843109, -0.24613884091377258]",0
"[-0.5063490867614746, -0.36095499992370605, -0.4773964285850525, -0.2819870114326477, -0.47119569778442383, -0.48251956701278687, -0.2500552833080292, 0.24232876300811768, 0.08529271930456161, -0.3889157176017761, 0.046544112265110016, -0.18724781274795532, 0.06280497461557388, 0.2037692368030548, -0.6539884805679321, 0.23659604787826538, -0.25551217794418335, -0.7191452980041504, 0.681584358215332, 0.4786403477191925, -0.3527125418186188, -0.1863870918750763, 0.346653014421463, 0.8493821620941162, 0.36987918615341187, -0.6276121735572815, -0.2681396007537842, -0.20996053516864777, 0.9912248253822327, -0.5552137494087219, 1.0607173442840576, -0.8770365715026855, -0.4474809169769287, 0.5622337460517883, 0.34011340141296387, -0.29207664728164673, 0.2165735363960266, 0.3306429386138916, 1.2332725524902344, -0.22148397564888, 0.04866088926792145, 0.3073824942111969, -0.12766949832439423, -0.759885847568512, -0.18332132697105408, 0.08813172578811646, 0.8483327031135559, 0.6994077563285828, -0.10512442886829376, 0.02885071001946926]",0
"[-0.39288055896759033, -0.1590566188097, -0.547703742980957, -0.0235099196434021, -0.07337213307619095, -0.29941871762275696, -0.01102813333272934, 0.3519315719604492, 0.050107549875974655, -0.13259334862232208, -0.0024595593567937613, 0.03782305866479874, -0.17323026061058044, 0.41104546189308167, -0.53338623046875, -0.1440715342760086, -0.12204007059335709, -0.3727683126926422, 0.6386731266975403, 0.21511030197143555, -0.1125088632106781, -0.6227390766143799, 0.517861008644104, 1.114072561264038, 0.3895493447780609, -0.5590822696685791, -0.3165198862552643, 0.22030320763587952, 0.39773309230804443, -0.4046313464641571, 0.9340670704841614, -0.5689666867256165, 0.11744825541973114, -0.05418093129992485, 0.4839591085910797, -0.47543469071388245, 0.3277193009853363, 0.18124744296073914, 0.4624955654144287, -0.20374618470668793, -0.17393110692501068, 0.11278436332941055, -0.4285430610179901, -0.4239823520183563, -0.10824363678693771, 0.006052105221897364, 0.9171227812767029, 0.553335964679718, -0.12843815982341766, -0.0754764974117279]",0
"[1.0196399688720703, -0.9796508550643921, -0.2824271321296692, 0.0924891009926796, -0.411770761013031, 0.9408665895462036, 0.4994624853134155, -0.5073837041854858, -0.7082273960113525, 0.2428874522447586, -0.28493207693099976, 0.015344275161623955, -0.11622993648052216, 0.7891833782196045, -0.32688677310943604, -0.723734974861145, -0.1175939217209816, 0.8738341331481934, -0.06371131539344788, -0.3147135376930237, -0.38216152787208557, -0.7140725255012512, -0.38321876525878906, 0.6727234721183777, 0.13898137211799622, 0.20416028797626495, -0.26844194531440735, 0.8766063451766968, -1.4355425834655762, 0.791466236114502, 0.08621089160442352, 0.05752471834421158, 0.10670560598373413, -1.3225334882736206, 0.4026872515678406, -0.7090686559677124, -0.8078237771987915, -0.46623507142066956, -0.9527295231819153, -0.787622332572937, -0.39613252878189087, -0.25992143154144287, -0.5622186064720154, 0.19718484580516815, -0.4974752962589264, -0.1009221225976944, 0.43906041979789734, -0.08707614243030548, -0.18050585687160492, -0.4514288306236267]",0
"[-0.46771833300590515, -0.24957314133644104, -0.402595192193985, -0.3038533926010132, -0.5081526041030884, -0.4810718894004822, -0.42799678444862366, 0.11620943248271942, -0.08765310794115067, -0.2371801733970642, -0.035394586622714996, -0.3036074638366699, 0.05123478174209595, 0.2855921983718872, -0.7525854706764221, 0.12465646117925644, -0.4083200991153717, -0.5693158507347107, 0.5488834977149963, 0.3369932174682617, -0.3372119963169098, -0.0708671510219574, 0.24933487176895142, 0.6018357872962952, 0.5106737613677979, -0.6546082496643066, -0.014520140364766121, -0.29202961921691895, 0.9082167148590088, -0.540825605392456, 0.9354897737503052, -0.9806770086288452, -0.40973934531211853, 0.47155725955963135, 0.16112427413463593, -0.46725261211395264, 0.18097013235092163, 0.4125843644142151, 1.2938687801361084, -0.34824609756469727, -0.19643037021160126, 0.2474551945924759, -0.23132199048995972, -0.5405782461166382, -0.23905566334724426, -0.03312213346362114, 0.733069658279419, 0.8352224230766296, 0.045327328145504, 0.06322304159402847]",0
"[-0.08518077433109283, -0.24459801614284515, -0.37016966938972473, 0.2133682370185852, -0.004691852256655693, 0.09422528743743896, 0.342673659324646, 0.21214312314987183, -0.12505167722702026, 0.07823259383440018, 0.05488838255405426, 0.26225745677948, -0.26624199748039246, 0.37504860758781433, -0.38690492510795593, -0.39334726333618164, -0.030793845653533936, 0.07450857758522034, 0.39480412006378174, -0.14539115130901337, 0.07417234778404236, -0.5022133588790894, 0.32688024640083313, 0.8459675312042236, 0.22530773282051086, -0.14956317842006683, -0.3159855604171753, 0.6682865619659424, -0.2993985712528229, -0.11937056481838226, 0.5750025510787964, -0.023196786642074585, 0.17592838406562805, -0.4138510525226593, 0.4905616044998169, -0.5010682344436646, -0.08457573503255844, -0.07555375248193741, -0.1273500621318817, -0.1603584885597229, -0.15181119740009308, 0.06340266764163971, -0.5475852489471436, -0.06630908697843552, 0.10184943675994873, -0.20335443317890167, 0.3878776431083679, 0.13827675580978394, -0.09363684058189392, -0.14142312109470367]",0
"[-0.20484429597854614, -0.31623393297195435, -0.3560120761394501, -0.21685989201068878, -0.7479725480079651, -0.27329155802726746, -0.24186384677886963, -0.2589748203754425, -0.41543909907341003, -0.11254402995109558, -0.06177173927426338, -0.23508143424987793, 0.2337956428527832, 0.13998180627822876, -0.6648542284965515, 0.015090405941009521, -0.63851398229599, -0.5023306012153625, 0.28700676560401917, -0.004301935434341431, -0.24974435567855835, 0.2643011510372162, -0.0029246509075164795, -0.01592894457280636, 0.387423038482666, -0.5088779926300049, 0.2704807221889496, -0.5031638741493225, 0.6515821218490601, -0.19815176725387573, 0.822730541229248, -0.9122189879417419, -0.6551893353462219, 0.4466100037097931, -0.0036625463981181383, -0.43826091289520264, -0.3267139494419098, 0.40964165329933167, 1.3183174133300781, -0.4868767261505127, -0.27679237723350525, 0.33787646889686584, -0.10572326183319092, -0.32055404782295227, -0.12402990460395813, -0.06889940798282623, 0.1573939174413681, 0.6788035035133362, 0.2631097137928009, 2.9735267162322998e-05]",0
"[-0.32518038153648376, -0.06663428992033005, -0.5451952219009399, 0.053584907203912735, -0.5149500370025635, -0.1509503871202469, 0.2354872226715088, -0.07096244394779205, -0.5571491122245789, 0.1694340705871582, -0.04394794628024101, 0.13610784709453583, 0.03488374873995781, 0.06463005393743515, -0.4944228231906891, -0.29769232869148254, -0.5308375358581543, -0.40272173285484314, 0.24151937663555145, -0.3078893721103668, 0.0868772491812706, 0.03447282314300537, 0.35090482234954834, 0.11660853773355484, 0.3406789302825928, -0.5000610947608948, 0.3302728831768036, -0.2612013518810272, 0.27079150080680847, -0.14923535287380219, 0.8531493544578552, -0.6881535649299622, -0.3560604155063629, 0.062086645513772964, 0.1903477907180786, -0.4943961203098297, -0.3103800117969513, 0.2668394148349762, 0.9725170135498047, -0.45049965381622314, -0.4207582473754883, 0.35635045170783997, -0.2956601083278656, -0.12482160329818726, 0.19681735336780548, -0.15571385622024536, -0.033800702542066574, 0.5309540629386902, 0.2686197757720947, -0.03245522454380989]",0
"[-0.29002895951271057, -0.31684285402297974, -0.37249404191970825, -0.2515490651130676, -0.6881842613220215, -0.3288383483886719, -0.2825925350189209, -0.1375303864479065, -0.30772972106933594, -0.16744689643383026, -0.054871946573257446, -0.25429677963256836, 0.18278290331363678, 0.1712569296360016, -0.6905028820037842, 0.06813202053308487, -0.5760350823402405, -0.5362401008605957, 0.3698073625564575, 0.10348321497440338, -0.28148725628852844, 0.16784775257110596, 0.07903876900672913, 0.16873770952224731, 0.39719724655151367, -0.5488014817237854, 0.17076162993907928, -0.4518689215183258, 0.7281035780906677, -0.2874620854854584, 0.8677784204483032, -0.9255255460739136, -0.6099233627319336, 0.4702947437763214, 0.06453320384025574, -0.423197865486145, -0.1923159658908844, 0.40534451603889465, 1.3354158401489258, -0.4305606484413147, -0.22810062766075134, 0.3149253726005554, -0.13587141036987305, -0.4001064896583557, -0.15271662175655365, -0.043525248765945435, 0.3250635862350464, 0.7144344449043274, 0.1989019215106964, 0.0070465337485075]",0
"[-0.051196902990341187, -0.09521377831697464, -0.25797930359840393, -0.1268351674079895, -0.6885213255882263, -0.23418200016021729, -0.4225919246673584, -0.43402978777885437, -0.7280585765838623, 0.2628292739391327, -0.07565727829933167, -0.2877817749977112, 0.12344688922166824, 0.3191906213760376, -0.7139029502868652, -0.3479807376861572, -0.5191152691841125, -0.10292801260948181, 0.10150259733200073, -0.12647785246372223, -0.21831274032592773, 0.31051406264305115, -0.16569703817367554, -0.0842565968632698, 0.837026059627533, -0.472514808177948, 0.5673826336860657, -0.21636340022087097, 0.4887506663799286, -0.39115846157073975, 0.5041916370391846, -0.9992707967758179, -0.33072686195373535, 0.09384629875421524, -0.3244490921497345, -0.868307888507843, -0.17987610399723053, 0.3874151408672333, 0.980690598487854, -0.8148496747016907, -0.7046706080436707, 0.26815199851989746, -0.28333839774131775, -0.05851117521524429, -0.2169426828622818, -0.4069403111934662, 0.1129821240901947, 0.8400527238845825, 0.2293785959482193, 0.22105573117733002]",0
"[1.3684537410736084, -1.432893991470337, -0.5431720614433289, -0.3339540958404541, -1.0994749069213867, 1.2338895797729492, 0.43796253204345703, -0.9265671372413635, -1.328405499458313, 0.3175242841243744, -0.7093431353569031, -0.39253535866737366, 0.10539767891168594, 0.952832818031311, -0.4869016408920288, -0.747541606426239, -0.49013495445251465, 0.9319767355918884, -0.3112015426158905, -0.22412976622581482, -0.8971734046936035, -0.7947977781295776, -0.5650125741958618, 0.5442484617233276, 0.23405402898788452, -0.07765180617570877, 0.10327739268541336, 0.24003158509731293, -1.5715395212173462, 1.2306493520736694, 0.17794665694236755, -0.7034664154052734, -0.32639098167419434, -1.6140007972717285, 0.3290269374847412, -0.8474475145339966, -1.137253761291504, -0.4861113131046295, -0.4042331278324127, -1.4868879318237305, -0.7691704630851746, -0.32719799876213074, -0.4601705074310303, 0.03870921581983566, -1.0413119792938232, 0.16622807085514069, 0.7536949515342712, 0.3196096122264862, -0.1342155635356903, -0.5982620120048523]",0
"[0.3269839584827423, -0.5434485077857971, -0.3349323868751526, 0.09249461442232132, -0.2167430967092514, 0.31375157833099365, 0.31557002663612366, -0.07620582729578018, -0.3136272430419922, 0.03720317408442497, -0.13399989902973175, 0.052221544086933136, -0.15696337819099426, 0.517303466796875, -0.39451074600219727, -0.4004979431629181, -0.037488777190446854, 0.3147203028202057, 0.23970861732959747, -0.10454555600881577, -0.21957999467849731, -0.5676426887512207, 0.086440309882164, 0.8374052047729492, 0.25809067487716675, -0.07285989820957184, -0.39892297983169556, 0.5499832630157471, -0.548957347869873, 0.18689672648906708, 0.4485393762588501, -0.134736567735672, 0.21022994816303253, -0.6710079312324524, 0.4245782494544983, -0.5409427881240845, -0.2889489233493805, -0.164090096950531, -0.2833603024482727, -0.4452733099460602, -0.20378972589969635, -0.07196266949176788, -0.47821977734565735, -0.10193441808223724, -0.2316032350063324, -0.06271559745073318, 0.5404197573661804, 0.15290749073028564, -0.1596992015838623, -0.23347511887550354]",0
"[0.6708261966705322, -0.5264078974723816, -0.021682143211364746, 0.5189322829246521, 0.2759333848953247, 0.6478435397148132, 0.560962438583374, -0.08820025622844696, -0.0880492627620697, 0.16825062036514282, 0.1394788920879364, 0.42322391271591187, -0.33785754442214966, 0.6255339980125427, -0.16687187552452087, -0.6999284029006958, 0.25494712591171265, 0.8156915903091431, 0.18377888202667236, -0.40529727935791016, 0.13285033404827118, -0.63334721326828, -0.20142492651939392, 0.8011985421180725, 0.04390871524810791, 0.4859723746776581, -0.6401612758636475, 1.513181209564209, -1.2995457649230957, 0.3522830307483673, -0.005524873733520508, 0.8185158371925354, 0.5398021936416626, -1.0310660600662231, 0.47634756565093994, -0.5706897377967834, -0.4783937335014343, -0.44635888934135437, -1.5012258291244507, -0.08835673332214355, -0.023094668984413147, -0.19264492392539978, -0.6642667055130005, 0.35566046833992004, 0.046361327171325684, -0.3680723309516907, 0.12442588061094284, -0.49376192688941956, -0.22679613530635834, -0.3045957088470459]",0
